reaction_id,reactant_smiles,product_smiles,reaction_type,similarity,embedding_norm,reactant_length,product_length,reactant_embedding_norm,product_embedding_norm
amidation_0,CC(C)O,CC(C)NC(=O)C,amidation,0.767137885093689,4.83100700378418,6,12,6.758243560791016,7.316137313842773
amidation_1,CC(C)O,CC(C)NC(=O)C,amidation,0.767137885093689,4.83100700378418,6,12,6.758243560791016,7.316137313842773
amidation_2,CC(C)O,CC(C)NC(=O)C,amidation,0.767137885093689,4.83100700378418,6,12,6.758243560791016,7.316137313842773
amidation_3,CC(C)O,CC(C)NC(=O)C,amidation,0.767137885093689,4.83100700378418,6,12,6.758243560791016,7.316137313842773
amidation_4,CC(C)O,CC(C)NC(=O)C,amidation,0.767137885093689,4.83100700378418,6,12,6.758243560791016,7.316137313842773
amidation_5,CC(C)O,CC(C)NC(=O)C,amidation,0.767137885093689,4.83100700378418,6,12,6.758243560791016,7.316137313842773
amidation_6,CC(C)O,CC(C)NC(=O)C,amidation,0.767137885093689,4.83100700378418,6,12,6.758243560791016,7.316137313842773
amidation_7,CC(C)O,CC(C)NC(=O)C,amidation,0.767137885093689,4.83100700378418,6,12,6.758243560791016,7.316137313842773
amidation_8,CC(C)O,CC(C)NC(=O)C,amidation,0.767137885093689,4.83100700378418,6,12,6.758243560791016,7.316137313842773
amidation_9,CC(C)O,CC(C)NC(=O)C,amidation,0.767137885093689,4.83100700378418,6,12,6.758243560791016,7.316137313842773
amidation_0,c1ccc(C)cc1O,c1ccc(C)cc1NC(=O)C,amidation,0.778911292552948,4.833704948425293,12,18,7.181004524230957,7.349388122558594
amidation_1,c1ccc(O)cc1O,c1ccc(O)cc1NC(=O)C,amidation,0.8011869788169861,4.732077598571777,12,18,7.514715671539307,7.493902206420898
amidation_2,c1ccc(N)cc1O,c1ccc(N)cc1NC(=O)C,amidation,0.818110466003418,4.506200790405273,12,18,7.397744655609131,7.538111686706543
amidation_3,c1ccc(C)cc1O,c1ccc(C)cc1NC(=O)C,amidation,0.778911292552948,4.833704948425293,12,18,7.181004524230957,7.349388122558594
amidation_4,c1ccc(O)cc1O,c1ccc(O)cc1NC(=O)C,amidation,0.8011869788169861,4.732077598571777,12,18,7.514715671539307,7.493902206420898
amidation_5,c1ccc(N)cc1O,c1ccc(N)cc1NC(=O)C,amidation,0.818110466003418,4.506200790405273,12,18,7.397744655609131,7.538111686706543
amidation_6,c1ccc(C)cc1O,c1ccc(C)cc1NC(=O)C,amidation,0.778911292552948,4.833704948425293,12,18,7.181004524230957,7.349388122558594
amidation_7,c1ccc(O)cc1O,c1ccc(O)cc1NC(=O)C,amidation,0.8011869788169861,4.732077598571777,12,18,7.514715671539307,7.493902206420898
amidation_8,c1ccc(N)cc1O,c1ccc(N)cc1NC(=O)C,amidation,0.818110466003418,4.506200790405273,12,18,7.397744655609131,7.538111686706543
amidation_9,c1ccc(C)cc1O,c1ccc(C)cc1NC(=O)C,amidation,0.778911292552948,4.833704948425293,12,18,7.181004524230957,7.349388122558594
alkylation_0,c1ccc(C)cc1,c1ccc(C)cc1CC,alkylation,0.8503316044807434,3.7973642349243164,11,13,6.899420261383057,6.9791083335876465
alkylation_1,c1ccc(O)cc1,c1ccc(O)cc1CC,alkylation,0.8680746555328369,3.7617061138153076,11,13,7.372450351715088,7.268939971923828
alkylation_2,c1ccc(N)cc1,c1ccc(N)cc1CC,alkylation,0.8419058918952942,4.1256232261657715,11,13,7.317718505859375,7.355648040771484
alkylation_3,c1ccc(C)cc1,c1ccc(C)cc1CC,alkylation,0.8503316044807434,3.7973642349243164,11,13,6.899420261383057,6.9791083335876465
alkylation_4,c1ccc(O)cc1,c1ccc(O)cc1CC,alkylation,0.8680746555328369,3.7617061138153076,11,13,7.372450351715088,7.268939971923828
alkylation_5,c1ccc(N)cc1,c1ccc(N)cc1CC,alkylation,0.8419058918952942,4.1256232261657715,11,13,7.317718505859375,7.355648040771484
alkylation_6,c1ccc(C)cc1,c1ccc(C)cc1CC,alkylation,0.8503316044807434,3.7973642349243164,11,13,6.899420261383057,6.9791083335876465
alkylation_7,c1ccc(O)cc1,c1ccc(O)cc1CC,alkylation,0.8680746555328369,3.7617061138153076,11,13,7.372450351715088,7.268939971923828
alkylation_8,c1ccc(N)cc1,c1ccc(N)cc1CC,alkylation,0.8419058918952942,4.1256232261657715,11,13,7.317718505859375,7.355648040771484
alkylation_9,c1ccc(C)cc1,c1ccc(C)cc1CC,alkylation,0.8503316044807434,3.7973642349243164,11,13,6.899420261383057,6.9791083335876465
alkylation_0,c1ccc(C)cc1,c1ccc(C)cc1C(C)C,alkylation,0.846099853515625,3.943896532058716,11,16,6.899420261383057,7.262334823608398
alkylation_1,c1ccc(O)cc1,c1ccc(O)cc1C(C)C,alkylation,0.8418501615524292,4.142110347747803,11,16,7.372450351715088,7.357443809509277
alkylation_2,c1ccc(N)cc1,c1ccc(N)cc1C(C)C,alkylation,0.8352029919624329,4.2363080978393555,11,16,7.317718505859375,7.435096740722656
alkylation_3,c1ccc(C)cc1,c1ccc(C)cc1C(C)C,alkylation,0.846099853515625,3.943896532058716,11,16,6.899420261383057,7.262334823608398
alkylation_4,c1ccc(O)cc1,c1ccc(O)cc1C(C)C,alkylation,0.8418501615524292,4.142110347747803,11,16,7.372450351715088,7.357443809509277
alkylation_5,c1ccc(N)cc1,c1ccc(N)cc1C(C)C,alkylation,0.8352029919624329,4.2363080978393555,11,16,7.317718505859375,7.435096740722656
alkylation_6,c1ccc(C)cc1,c1ccc(C)cc1C(C)C,alkylation,0.846099853515625,3.943896532058716,11,16,6.899420261383057,7.262334823608398
alkylation_7,c1ccc(O)cc1,c1ccc(O)cc1C(C)C,alkylation,0.8418501615524292,4.142110347747803,11,16,7.372450351715088,7.357443809509277
alkylation_8,c1ccc(N)cc1,c1ccc(N)cc1C(C)C,alkylation,0.8352029919624329,4.2363080978393555,11,16,7.317718505859375,7.435096740722656
alkylation_9,c1ccc(C)cc1,c1ccc(C)cc1C(C)C,alkylation,0.846099853515625,3.943896532058716,11,16,6.899420261383057,7.262334823608398
acylation_0,c1ccc(C)cc1,c1ccc(C)cc1C(=O)C,acylation,0.7679312825202942,4.800987243652344,11,17,6.899420261383057,7.174249172210693
acylation_1,c1ccc(O)cc1,c1ccc(O)cc1C(=O)C,acylation,0.7831320762634277,4.850866317749023,11,17,7.372450351715088,7.358646869659424
acylation_2,c1ccc(N)cc1,c1ccc(N)cc1C(=O)C,acylation,0.766852617263794,5.030872821807861,11,17,7.317718505859375,7.4146246910095215
acylation_3,c1ccc(C)cc1,c1ccc(C)cc1C(=O)C,acylation,0.7679312825202942,4.800987243652344,11,17,6.899420261383057,7.174249172210693
acylation_4,c1ccc(O)cc1,c1ccc(O)cc1C(=O)C,acylation,0.7831320762634277,4.850866317749023,11,17,7.372450351715088,7.358646869659424
acylation_5,c1ccc(N)cc1,c1ccc(N)cc1C(=O)C,acylation,0.766852617263794,5.030872821807861,11,17,7.317718505859375,7.4146246910095215
acylation_6,c1ccc(C)cc1,c1ccc(C)cc1C(=O)C,acylation,0.7679312825202942,4.800987243652344,11,17,6.899420261383057,7.174249172210693
acylation_7,c1ccc(O)cc1,c1ccc(O)cc1C(=O)C,acylation,0.7831320762634277,4.850866317749023,11,17,7.372450351715088,7.358646869659424
acylation_8,c1ccc(N)cc1,c1ccc(N)cc1C(=O)C,acylation,0.766852617263794,5.030872821807861,11,17,7.317718505859375,7.4146246910095215
acylation_9,c1ccc(C)cc1,c1ccc(C)cc1C(=O)C,acylation,0.7679312825202942,4.800987243652344,11,17,6.899420261383057,7.174249172210693
acylation_0,c1ccc(C)cc1,c1ccc(C)cc1C(=O)CC,acylation,0.7274560928344727,5.340494632720947,11,18,6.899420261383057,7.490762710571289
acylation_1,c1ccc(O)cc1,c1ccc(O)cc1C(=O)CC,acylation,0.7374810576438904,5.4125871658325195,11,18,7.372450351715088,7.559422969818115
acylation_2,c1ccc(N)cc1,c1ccc(N)cc1C(=O)CC,acylation,0.7225754857063293,5.533088684082031,11,18,7.317718505859375,7.529214382171631
acylation_3,c1ccc(C)cc1,c1ccc(C)cc1C(=O)CC,acylation,0.7274560928344727,5.340494632720947,11,18,6.899420261383057,7.490762710571289
acylation_4,c1ccc(O)cc1,c1ccc(O)cc1C(=O)CC,acylation,0.7374810576438904,5.4125871658325195,11,18,7.372450351715088,7.559422969818115
acylation_5,c1ccc(N)cc1,c1ccc(N)cc1C(=O)CC,acylation,0.7225754857063293,5.533088684082031,11,18,7.317718505859375,7.529214382171631
acylation_6,c1ccc(C)cc1,c1ccc(C)cc1C(=O)CC,acylation,0.7274560928344727,5.340494632720947,11,18,6.899420261383057,7.490762710571289
acylation_7,c1ccc(O)cc1,c1ccc(O)cc1C(=O)CC,acylation,0.7374810576438904,5.4125871658325195,11,18,7.372450351715088,7.559422969818115
acylation_8,c1ccc(N)cc1,c1ccc(N)cc1C(=O)CC,acylation,0.7225754857063293,5.533088684082031,11,18,7.317718505859375,7.529214382171631
acylation_9,c1ccc(C)cc1,c1ccc(C)cc1C(=O)CC,acylation,0.7274560928344727,5.340494632720947,11,18,6.899420261383057,7.490762710571289
halogenation_0,c1ccc(C)cc1,c1ccc(C)cc1Cl,halogenation,0.876450777053833,3.436295747756958,11,13,6.899420261383057,6.925845146179199
halogenation_1,c1ccc(O)cc1,c1ccc(O)cc1Cl,halogenation,0.896268367767334,3.3689658641815186,11,13,7.372450351715088,7.419188499450684
halogenation_2,c1ccc(N)cc1,c1ccc(N)cc1Cl,halogenation,0.9265948534011841,2.7814931869506836,11,13,7.317718505859375,7.185154914855957
halogenation_3,c1ccc(C)cc1,c1ccc(C)cc1Cl,halogenation,0.876450777053833,3.436295747756958,11,13,6.899420261383057,6.925845146179199
halogenation_4,c1ccc(O)cc1,c1ccc(O)cc1Cl,halogenation,0.896268367767334,3.3689658641815186,11,13,7.372450351715088,7.419188499450684
halogenation_5,c1ccc(N)cc1,c1ccc(N)cc1Cl,halogenation,0.9265948534011841,2.7814931869506836,11,13,7.317718505859375,7.185154914855957
halogenation_6,c1ccc(C)cc1,c1ccc(C)cc1Cl,halogenation,0.876450777053833,3.436295747756958,11,13,6.899420261383057,6.925845146179199
halogenation_7,c1ccc(O)cc1,c1ccc(O)cc1Cl,halogenation,0.896268367767334,3.3689658641815186,11,13,7.372450351715088,7.419188499450684
halogenation_8,c1ccc(N)cc1,c1ccc(N)cc1Cl,halogenation,0.9265948534011841,2.7814931869506836,11,13,7.317718505859375,7.185154914855957
halogenation_9,c1ccc(C)cc1,c1ccc(C)cc1Cl,halogenation,0.876450777053833,3.436295747756958,11,13,6.899420261383057,6.925845146179199
halogenation_0,c1ccc(C)cc1,c1ccc(C)cc1Br,halogenation,0.8061757683753967,4.42405366897583,11,13,6.899420261383057,7.267345905303955
halogenation_1,c1ccc(O)cc1,c1ccc(O)cc1Br,halogenation,0.8749989867210388,3.7348480224609375,11,13,7.372450351715088,7.550885200500488
halogenation_2,c1ccc(N)cc1,c1ccc(N)cc1Br,halogenation,0.8645337820053101,3.865145444869995,11,13,7.317718505859375,7.515477180480957
halogenation_3,c1ccc(C)cc1,c1ccc(C)cc1Br,halogenation,0.8061757683753967,4.42405366897583,11,13,6.899420261383057,7.267345905303955
halogenation_4,c1ccc(O)cc1,c1ccc(O)cc1Br,halogenation,0.8749989867210388,3.7348480224609375,11,13,7.372450351715088,7.550885200500488
halogenation_5,c1ccc(N)cc1,c1ccc(N)cc1Br,halogenation,0.8645337820053101,3.865145444869995,11,13,7.317718505859375,7.515477180480957
halogenation_6,c1ccc(C)cc1,c1ccc(C)cc1Br,halogenation,0.8061757683753967,4.42405366897583,11,13,6.899420261383057,7.267345905303955
halogenation_7,c1ccc(O)cc1,c1ccc(O)cc1Br,halogenation,0.8749989867210388,3.7348480224609375,11,13,7.372450351715088,7.550885200500488
halogenation_8,c1ccc(N)cc1,c1ccc(N)cc1Br,halogenation,0.8645337820053101,3.865145444869995,11,13,7.317718505859375,7.515477180480957
halogenation_9,c1ccc(C)cc1,c1ccc(C)cc1Br,halogenation,0.8061757683753967,4.42405366897583,11,13,6.899420261383057,7.267345905303955
nitration_0,c1ccc(C)cc1,c1ccc(C)cc1[N+](=O)[O-],nitration,0.8327730298042297,4.128474712371826,11,23,6.899420261383057,7.312432289123535
nitration_1,c1ccc(O)cc1,c1ccc(O)cc1[N+](=O)[O-],nitration,0.8696222901344299,3.792534112930298,11,23,7.372450351715088,7.476325988769531
nitration_2,c1ccc(N)cc1,c1ccc(N)cc1[N+](=O)[O-],nitration,0.8840802907943726,3.582892656326294,11,23,7.317718505859375,7.538047790527344
nitration_3,c1ccc(C)cc1,c1ccc(C)cc1[N+](=O)[O-],nitration,0.8327730298042297,4.128474712371826,11,23,6.899420261383057,7.312432289123535
nitration_4,c1ccc(O)cc1,c1ccc(O)cc1[N+](=O)[O-],nitration,0.8696222901344299,3.792534112930298,11,23,7.372450351715088,7.476325988769531
nitration_5,c1ccc(N)cc1,c1ccc(N)cc1[N+](=O)[O-],nitration,0.8840802907943726,3.582892656326294,11,23,7.317718505859375,7.538047790527344
nitration_6,c1ccc(C)cc1,c1ccc(C)cc1[N+](=O)[O-],nitration,0.8327730298042297,4.128474712371826,11,23,6.899420261383057,7.312432289123535
nitration_7,c1ccc(O)cc1,c1ccc(O)cc1[N+](=O)[O-],nitration,0.8696222901344299,3.792534112930298,11,23,7.372450351715088,7.476325988769531
nitration_8,c1ccc(N)cc1,c1ccc(N)cc1[N+](=O)[O-],nitration,0.8840802907943726,3.582892656326294,11,23,7.317718505859375,7.538047790527344
nitration_9,c1ccc(C)cc1,c1ccc(C)cc1[N+](=O)[O-],nitration,0.8327730298042297,4.128474712371826,11,23,6.899420261383057,7.312432289123535
sulfonation_0,c1ccc(C)cc1,c1ccc(C)cc1S(=O)(=O)O,sulfonation,0.7209108471870422,5.403426647186279,11,21,6.899420261383057,7.490684509277344
sulfonation_1,c1ccc(O)cc1,c1ccc(O)cc1S(=O)(=O)O,sulfonation,0.7714370489120483,5.145040512084961,11,21,7.372450351715088,7.800369739532471
sulfonation_2,c1ccc(N)cc1,c1ccc(N)cc1S(=O)(=O)O,sulfonation,0.7727086544036865,5.009928226470947,11,21,7.317718505859375,7.531519889831543
sulfonation_3,c1ccc(C)cc1,c1ccc(C)cc1S(=O)(=O)O,sulfonation,0.7209108471870422,5.403426647186279,11,21,6.899420261383057,7.490684509277344
sulfonation_4,c1ccc(O)cc1,c1ccc(O)cc1S(=O)(=O)O,sulfonation,0.7714370489120483,5.145040512084961,11,21,7.372450351715088,7.800369739532471
sulfonation_5,c1ccc(N)cc1,c1ccc(N)cc1S(=O)(=O)O,sulfonation,0.7727086544036865,5.009928226470947,11,21,7.317718505859375,7.531519889831543
sulfonation_6,c1ccc(C)cc1,c1ccc(C)cc1S(=O)(=O)O,sulfonation,0.7209108471870422,5.403426647186279,11,21,6.899420261383057,7.490684509277344
sulfonation_7,c1ccc(O)cc1,c1ccc(O)cc1S(=O)(=O)O,sulfonation,0.7714370489120483,5.145040512084961,11,21,7.372450351715088,7.800369739532471
sulfonation_8,c1ccc(N)cc1,c1ccc(N)cc1S(=O)(=O)O,sulfonation,0.7727086544036865,5.009928226470947,11,21,7.317718505859375,7.531519889831543
sulfonation_9,c1ccc(C)cc1,c1ccc(C)cc1S(=O)(=O)O,sulfonation,0.7209108471870422,5.403426647186279,11,21,6.899420261383057,7.490684509277344
addition_0,c1ccc(C)cc1,c1ccc(C)cc1CC,addition,0.8503316044807434,3.7973642349243164,11,13,6.899420261383057,6.9791083335876465
addition_1,c1ccc(O)cc1,c1ccc(O)cc1CC,addition,0.8680746555328369,3.7617061138153076,11,13,7.372450351715088,7.268939971923828
addition_2,c1ccc(N)cc1,c1ccc(N)cc1CC,addition,0.8419058918952942,4.1256232261657715,11,13,7.317718505859375,7.355648040771484
addition_3,c1ccc(C)cc1,c1ccc(C)cc1CC,addition,0.8503316044807434,3.7973642349243164,11,13,6.899420261383057,6.9791083335876465
addition_4,c1ccc(O)cc1,c1ccc(O)cc1CC,addition,0.8680746555328369,3.7617061138153076,11,13,7.372450351715088,7.268939971923828
addition_5,c1ccc(N)cc1,c1ccc(N)cc1CC,addition,0.8419058918952942,4.1256232261657715,11,13,7.317718505859375,7.355648040771484
addition_6,c1ccc(C)cc1,c1ccc(C)cc1CC,addition,0.8503316044807434,3.7973642349243164,11,13,6.899420261383057,6.9791083335876465
addition_7,c1ccc(O)cc1,c1ccc(O)cc1CC,addition,0.8680746555328369,3.7617061138153076,11,13,7.372450351715088,7.268939971923828
addition_8,c1ccc(N)cc1,c1ccc(N)cc1CC,addition,0.8419058918952942,4.1256232261657715,11,13,7.317718505859375,7.355648040771484
addition_9,c1ccc(C)cc1,c1ccc(C)cc1CC,addition,0.8503316044807434,3.7973642349243164,11,13,6.899420261383057,6.9791083335876465
addition_0,c1ccc(C)cc1,c1ccc(C)cc1C(C)C,addition,0.846099853515625,3.943896532058716,11,16,6.899420261383057,7.262334823608398
addition_1,c1ccc(O)cc1,c1ccc(O)cc1C(C)C,addition,0.8418501615524292,4.142110347747803,11,16,7.372450351715088,7.357443809509277
addition_2,c1ccc(N)cc1,c1ccc(N)cc1C(C)C,addition,0.8352029919624329,4.2363080978393555,11,16,7.317718505859375,7.435096740722656
addition_3,c1ccc(C)cc1,c1ccc(C)cc1C(C)C,addition,0.846099853515625,3.943896532058716,11,16,6.899420261383057,7.262334823608398
addition_4,c1ccc(O)cc1,c1ccc(O)cc1C(C)C,addition,0.8418501615524292,4.142110347747803,11,16,7.372450351715088,7.357443809509277
addition_5,c1ccc(N)cc1,c1ccc(N)cc1C(C)C,addition,0.8352029919624329,4.2363080978393555,11,16,7.317718505859375,7.435096740722656
addition_6,c1ccc(C)cc1,c1ccc(C)cc1C(C)C,addition,0.846099853515625,3.943896532058716,11,16,6.899420261383057,7.262334823608398
addition_7,c1ccc(O)cc1,c1ccc(O)cc1C(C)C,addition,0.8418501615524292,4.142110347747803,11,16,7.372450351715088,7.357443809509277
addition_8,c1ccc(N)cc1,c1ccc(N)cc1C(C)C,addition,0.8352029919624329,4.2363080978393555,11,16,7.317718505859375,7.435096740722656
addition_9,c1ccc(C)cc1,c1ccc(C)cc1C(C)C,addition,0.846099853515625,3.943896532058716,11,16,6.899420261383057,7.262334823608398
substitution_0,c1ccc(C)cc1Br,c1ccc(C)cc1N,substitution,0.8931667804718018,3.3685150146484375,13,12,7.267345905303955,7.306443691253662
substitution_1,c1ccc(O)cc1Br,c1ccc(O)cc1N,substitution,0.8851937055587769,3.584620714187622,13,12,7.550885200500488,7.397744655609131
substitution_2,c1ccc(N)cc1Br,c1ccc(N)cc1N,substitution,0.935004711151123,2.689605474472046,13,12,7.515477180480957,7.388105869293213
substitution_3,c1ccc(C)cc1Br,c1ccc(C)cc1N,substitution,0.8931667804718018,3.3685150146484375,13,12,7.267345905303955,7.306443691253662
substitution_4,c1ccc(O)cc1Br,c1ccc(O)cc1N,substitution,0.8851937055587769,3.584620714187622,13,12,7.550885200500488,7.397744655609131
substitution_5,c1ccc(N)cc1Br,c1ccc(N)cc1N,substitution,0.935004711151123,2.689605474472046,13,12,7.515477180480957,7.388105869293213
substitution_6,c1ccc(C)cc1Br,c1ccc(C)cc1N,substitution,0.8931667804718018,3.3685150146484375,13,12,7.267345905303955,7.306443691253662
substitution_7,c1ccc(O)cc1Br,c1ccc(O)cc1N,substitution,0.8851937055587769,3.584620714187622,13,12,7.550885200500488,7.397744655609131
substitution_8,c1ccc(N)cc1Br,c1ccc(N)cc1N,substitution,0.935004711151123,2.689605474472046,13,12,7.515477180480957,7.388105869293213
substitution_9,c1ccc(C)cc1Br,c1ccc(C)cc1N,substitution,0.8931667804718018,3.3685150146484375,13,12,7.267345905303955,7.306443691253662
substitution_0,c1ccc(C)cc1Cl,c1ccc(C)cc1O,substitution,0.8344035744667053,4.066550254821777,13,12,6.925845146179199,7.181004524230957
substitution_1,c1ccc(O)cc1Cl,c1ccc(O)cc1O,substitution,0.9273931980133057,2.846971273422241,13,12,7.419188499450684,7.514715671539307
substitution_2,c1ccc(N)cc1Cl,c1ccc(N)cc1O,substitution,0.8610475063323975,3.849278688430786,13,12,7.185154914855957,7.397744655609131
substitution_3,c1ccc(C)cc1Cl,c1ccc(C)cc1O,substitution,0.8344035744667053,4.066550254821777,13,12,6.925845146179199,7.181004524230957
substitution_4,c1ccc(O)cc1Cl,c1ccc(O)cc1O,substitution,0.9273931980133057,2.846971273422241,13,12,7.419188499450684,7.514715671539307
substitution_5,c1ccc(N)cc1Cl,c1ccc(N)cc1O,substitution,0.8610475063323975,3.849278688430786,13,12,7.185154914855957,7.397744655609131
substitution_6,c1ccc(C)cc1Cl,c1ccc(C)cc1O,substitution,0.8344035744667053,4.066550254821777,13,12,6.925845146179199,7.181004524230957
substitution_7,c1ccc(O)cc1Cl,c1ccc(O)cc1O,substitution,0.9273931980133057,2.846971273422241,13,12,7.419188499450684,7.514715671539307
substitution_8,c1ccc(N)cc1Cl,c1ccc(N)cc1O,substitution,0.8610475063323975,3.849278688430786,13,12,7.185154914855957,7.397744655609131
substitution_9,c1ccc(C)cc1Cl,c1ccc(C)cc1O,substitution,0.8344035744667053,4.066550254821777,13,12,6.925845146179199,7.181004524230957
oxidation_0,c1ccc(C)cc1,c1ccc(C)cc1O,oxidation,0.8444848656654358,3.935633420944214,11,12,6.899420261383057,7.181004524230957
oxidation_1,c1ccc(O)cc1,c1ccc(O)cc1O,oxidation,0.9177961945533752,3.021378755569458,11,12,7.372450351715088,7.514715671539307
oxidation_2,c1ccc(N)cc1,c1ccc(N)cc1O,oxidation,0.9012982845306396,3.2699804306030273,11,12,7.317718505859375,7.397744655609131
